202403250432	1.700	1110000000010120	2	8.330	1110000000010121	2	5.263	1110000000010121	2	289.700	1110000000010100	1	20.400	1110000000010100	1	7.350	1110000000010100	1	5	0000000000000000	0	6.850	1110000000010120	2	5.740	1110000000010120	2	3.790	1110000000010121	2	8.170	1110000000010120	2	0.402	1110000000010100	1	0.702	1110000000010100	1	1.740	1110000000010100	1	0.03932	1110000000010100	1
202403250602	1.550	1110000000010120	2	6.670	1110000000010121	2	4.878	1110000000010121	2	285.500	1110000000010100	1	17.600	1110000000010100	1	7.350	1110000000010100	1	5	0000000000000000	0	6.520	1110000000010120	2	5.360	1110000000010120	2	3.380	1110000000010121	2	7.930	1110000000010120	2	0.437	1110000000010100	1	0.726	1110000000010100	1	1.730	1110000000010100	1	0.04174	1110000000010100	1
202403250632	1.570	1110000000011110	1	8.330	1110000000011111	1	4.819	1110000000011111	1	291.100	1110000000010100	1	15.700	1110000000010100	1	7.350	1110000000010100	1	5	0000000000000000	0	6.420	1110000000011110	1	5.260	1110000000011110	1	3.330	1110000000011111	1	7.840	1110000000011110	1	0.437	1110000000010100	1	0.723	1110000000010100	1	1.670	1110000000010100	1	0.04332	1110000000010100	1
202403250702	1.620	1110000000011110	1	7.140	1110000000011111	1	4.819	1110000000011111	1	288.300	1110000000010100	1	13.300	1110000000010100	1	7.350	1110000000010100	1	5	0000000000000000	0	6.400	1110000000011110	1	5.290	1110000000011110	1	3.350	1110000000011111	1	7.740	1110000000011110	1	0.432	1110000000010100	1	0.724	1110000000010100	1	1.880	1110000000010100	1	0.04470	1110000000010100	1
202403250732	1.570	1110000000011110	1	7.140	1110000000011111	1	4.598	1110000000011111	1	289.700	1110000000010100	1	12.600	1110000000010100	1	7.350	1110000000010100	1	5	0000000000000000	0	6.320	1110000000011110	1	5.100	1110000000011110	1	3.140	1110000000011111	1	7.830	1110000000011110	1	0.459	1110000000010100	1	0.735	1110000000010100	1	1.610	1110000000010100	1	0.04758	1110000000010100	1
202403250802	1.420	1110000000011110	1	7.690	1110000000011111	1	4.444	1110000000011111	1	289.700	1110000000010100	1	18.700	1110000000010100	1	7.350	1110000000010100	1	5	0000000000000000	0	6.060	1110000000011110	1	4.880	1110000000011110	1	3.040	1110000000011111	1	7.530	1110000000011110	1	0.456	1110000000010100	1	0.729	1110000000010100	1	1.580	1110000000010100	1	0.04607	1110000000010100	1
202403250832	1.420	1110000000011110	1	7.140	1110000000011111	1	4.494	1110000000011111	1	295.300	1110000000010100	1	13.700	1110000000010100	1	7.350	1110000000010100	1	5	0000000000000000	0	6.140	1110000000011110	1	4.990	1110000000011110	1	3.050	1110000000011111	1	7.560	1110000000011110	1	0.461	1110000000010100	1	0.740	1110000000010100	1	1.790	1110000000010100	1	0.04505	1110000000010100	1
202403250932	1.390	1110000000011110	1	7.140	1110000000011111	1	4.706	1110000000011111	1	293.900	1110000000010100	1	18.400	1110000000010100	1	7.400	1110000000010100	1	5	0000000000000000	0	6.330	1110000000011110	1	5.170	1110000000011110	1	3.180	1110000000011111	1	7.750	1110000000011110	1	0.451	1110000000010100	1	0.739	1110000000010100	1	1.700	1110000000010100	1	0.04021	1110000000010100	1
202403251002	1.440	1110000000011110	1	7.140	1110000000011111	1	4.878	1110000000011111	1	295.300	1110000000010100	1	18.200	1110000000010100	1	7.400	1110000000010100	1	5	0000000000000000	0	6.420	1110000000011110	1	5.350	1110000000011110	1	3.350	1110000000011111	1	7.700	1110000000011110	1	0.429	1110000000010100	1	0.732	1110000000010100	1	1.810	1110000000010100	1	0.03877	1110000000010100	1
202403251032	1.540	1110000000011110	1	7.140	1110000000011111	1	5.063	1110000000011111	1	296.700	1110000000010100	1	15.900	1110000000010100	1	7.450	1110000000010100	1	5	0000000000000000	0	6.680	1110000000011110	1	5.550	1110000000011110	1	3.320	1110000000011111	1	8.040	1110000000011110	1	0.452	1110000000010100	1	0.754	1110000000010100	1	1.970	1110000000010100	1	0.03849	1110000000010100	1
