202403230032	3	54.35669	1110000000000000	1	5.93260	1110000000000000	1
202403230102	3	54.35665	1110000000000000	1	5.93257	1110000000000000	1
202403230132	3	54.35661	1110000000000000	1	5.93253	1110000000000000	1
202403230202	3	54.35659	1110000000000000	1	5.93249	1110000000000000	1
202403230232	3	54.35653	1110000000000000	1	5.93251	1110000000000000	1
202403230302	3	54.35646	1110000000000000	1	5.93251	1110000000000000	1
202403230332	3	54.35640	1110000000000000	1	5.93257	1110000000000000	1
202403230402	3	54.35633	1110000000000000	1	5.93270	1110000000000000	1
202403230432	3	54.35615	1110000000000000	1	5.93318	1110000000000000	1
202403230502	3	54.35603	1110000000000000	1	5.93423	1110000000000000	1
202403230532	3	54.35619	1110000000000000	1	5.93487	1110000000000000	1
202403230602	3	54.35627	1110000000000000	1	5.93500	1110000000000000	1
202403230632	3	54.35637	1110000000000000	1	5.93506	1110000000000000	1
202403230702	3	54.35640	1110000000000000	1	5.93515	1110000000000000	1
202403230732	3	54.35645	1110000000000000	1	5.93515	1110000000000000	1
202403230802	3	54.35644	1110000000000000	1	5.93517	1110000000000000	1
202403230832	3	54.35645	1110000000000000	1	5.93517	1110000000000000	1
202403230902	3	54.35649	1110000000000000	1	5.93513	1110000000000000	1
202403230932	3	54.35652	1110000000000000	1	5.93508	1110000000000000	1
202403231002	3	54.35656	1110000000000000	1	5.93506	1110000000000000	1
202403231032	3	54.35668	1110000000000000	1	5.93493	1110000000000000	1
202403231102	3	54.35698	1110000000000000	1	5.93444	1110000000000000	1
202403231132	3	54.35709	1110000000000000	1	5.93354	1110000000000000	1
202403231202	3	54.35700	1110000000000000	1	5.93305	1110000000000000	1
202403231232	3	54.35691	1110000000000000	1	5.93281	1110000000000000	1
202403231302	3	54.35688	1110000000000000	1	5.93275	1110000000000000	1
202403231332	3	54.35679	1110000000000000	1	5.93266	1110000000000000	1
202403231402	3	54.35674	1110000000000000	1	5.93262	1110000000000000	1
202403231432	3	54.35666	1110000000000000	1	5.93260	1110000000000000	1
202403231502	3	54.35659	1110000000000000	1	5.93257	1110000000000000	1
202403231532	3	54.35661	1110000000000000	1	5.93262	1110000000000000	1
202403231602	3	54.35660	1110000000000000	1	5.93270	1110000000000000	1
202403231632	3	54.35679	1110000000000000	1	5.93352	1110000000000000	1
202403231702	3	54.35680	1110000000000000	1	5.93493	1110000000000000	1
202403231732	3	54.35661	1110000000000000	1	5.93513	1110000000000000	1
202403231802	3	54.35659	1110000000000000	1	5.93519	1110000000000000	1
202403231832	3	54.35659	1110000000000000	1	5.93521	1110000000000000	1
202403231902	3	54.35661	1110000000000000	1	5.93524	1110000000000000	1
202403231932	3	54.35666	1110000000000000	1	5.93521	1110000000000000	1
202403232002	3	54.35665	1110000000000000	1	5.93530	1110000000000000	1
202403232032	3	54.35664	1110000000000000	1	5.93521	1110000000000000	1
202403232102	3	54.35660	1110000000000000	1	5.93526	1110000000000000	1
202403232132	3	54.35661	1110000000000000	1	5.93519	1110000000000000	1
202403232202	3	54.35671	1110000000000000	1	5.93506	1110000000000000	1
202403232232	3	54.35682	1110000000000000	1	5.93491	1110000000000000	1
202403232302	3	54.35705	1110000000000000	1	5.93446	1110000000000000	1
202403232332	3	54.35711	1110000000000000	1	5.93375	1110000000000000	1
202403240002	3	54.35701	1110000000000000	1	5.93322	1110000000000000	1
