202403270853	-999.000	1010000000044444	4	-999.000	1010000000044444	4	-999.000	1010000000044444	4	-999.000	1010000000044444	4	-999.000	1010000000044444	4	-999.000	1010000000044444	4	-999.000	1010000000044444	4	-999.000	1010000000044444	4	-999.000	1010000000044444	4	-999.000	1010000000044444	4	-999.000	1010000000044444	4	-999.000	1010000000044444	4	-999.000	1010000000044444	4	   0.000	1010000000010000	1	-999.000	9999999999999999	9	-999.000	9999999999999999	9 
202403270854	-999.000	1010000000044444	4	-999.000	1010000000044444	4	-999.000	1010000000044444	4	-999.000	1010000000044444	4	-999.000	1010000000044444	4	-999.000	1010000000044444	4	-999.000	1010000000044444	4	-999.000	1010000000044444	4	-999.000	1010000000044444	4	-999.000	1010000000044444	4	-999.000	1010000000044444	4	-999.000	1010000000044444	4	-999.000	1010000000044444	4	   0.000	1010000000010000	1	-999.000	9999999999999999	9	-999.000	9999999999999999	9 
202403270855	-999.000	1010000000044444	4	-999.000	1010000000044444	4	-999.000	1010000000044444	4	-999.000	1010000000044444	4	-999.000	1010000000044444	4	-999.000	1010000000044444	4	-999.000	1010000000044444	4	-999.000	1010000000044444	4	-999.000	1010000000044444	4	-999.000	1010000000044444	4	-999.000	1010000000044444	4	-999.000	1010000000044444	4	-999.000	1010000000044444	4	   0.000	1010000000010000	1	-999.000	9999999999999999	9	-999.000	9999999999999999	9 
202403270856	-999.000	1010000000044444	4	-999.000	1010000000044444	4	-999.000	1010000000044444	4	-999.000	1010000000044444	4	-999.000	1010000000044444	4	-999.000	1010000000044444	4	-999.000	1010000000044444	4	-999.000	1010000000044444	4	-999.000	1010000000044444	4	-999.000	1010000000044444	4	-999.000	1010000000044444	4	-999.000	1010000000044444	4	-999.000	1010000000044444	4	   0.000	1010000000010000	1	-999.000	9999999999999999	9	-999.000	9999999999999999	9 
202403270857	-999.000	1010000000044444	4	-999.000	1010000000044444	4	-999.000	1010000000044444	4	 138.000	1010000000010100	1	  20.340	1010000000010100	1	   1.311	1010000000010120	2	   3.640	1010000000010120	2	   1.035	1010000000010120	2	   0.883	1010000000010120	2	   4.440	1010000000010120	2	   3.950	1010000000010120	2	 142.410	1010000000010100	1	   0.650	1010000000010120	2	  58.000	1010000000010000	1	-999.000	9999999999999999	9	-999.000	9999999999999999	9 
202403270858	-999.000	1010000000044444	4	-999.000	1010000000044444	4	-999.000	1010000000044444	4	 138.000	1010000000010100	1	  20.340	1010000000010100	1	   1.311	1010000000011110	1	   3.640	1010000000011110	1	   1.097	1010000000011110	1	   0.923	1010000000011110	1	   4.450	1010000000011110	1	   4.090	1010000000011110	1	 142.410	1010000000010100	1	   0.665	1010000000011110	1	  71.000	1010000000010000	1	-999.000	1040000000099999	4	-999.000	1040000000044444	4 
202403270859	-999.000	1010000000044444	4	-999.000	1010000000044444	4	-999.000	1010000000044444	4	 138.000	1010000000010100	1	  20.340	1010000000010100	1	   1.311	1010000000011110	1	   3.640	1010000000011110	1	   1.098	1010000000011110	1	   0.935	1010000000011110	1	   4.390	1010000000011110	1	   4.080	1010000000011110	1	 142.410	1010000000010100	1	   0.675	1010000000011110	1	  86.000	1010000000010000	1	-999.000	1010000000044444	4	-999.000	1010000000044444	4 
202403270900	   1.047	1010000000010120	2	   4.762	1010000000010121	2	   3.970	1010000000010121	2	 142.060	1010000000010100	1	  23.070	1010000000010100	1	   1.311	1010000000011110	1	   3.640	1010000000011110	1	   1.154	1010000000011110	1	   0.966	1010000000011110	1	   4.350	1010000000011110	1	   4.080	1010000000011110	1	 144.810	1010000000010100	1	   0.685	1010000000011110	1	 101.000	1010000000010000	1	-999.000	1040000000099999	4	-999.000	1040000000044444	4 
202403270901	   1.047	1010000000011110	1	   4.762	1010000000011111	1	   3.970	1010000000011111	1	 142.060	1010000000010100	1	  23.070	1010000000010100	1	   1.433	1010000000011110	1	   4.210	1010000000011110	1	   1.202	1010000000011110	1	   1.007	1010000000011110	1	   4.240	1010000000011110	1	   4.080	1010000000011110	1	 144.810	1010000000010100	1	   0.706	1010000000011110	1	 115.000	1010000000010000	1	-999.000	1040000000099999	4	-999.000	1040000000044444	4 
202403270902	   1.047	1010000000011110	1	   4.762	1010000000011111	1	   3.970	1010000000011111	1	 142.060	1010000000010100	1	  23.070	1010000000010100	1	   1.433	1010000000011110	1	   4.210	1010000000011110	1	   1.199	1010000000011110	1	   0.991	1010000000011110	1	   4.300	1010000000011110	1	   4.070	1010000000011110	1	 144.810	1010000000010100	1	   0.693	1010000000011110	1	 132.000	1010000000010000	1	-999.000	1040000000099999	4	-999.000	1040000000044444	4 
202403270903	   1.009	1010000000011110	1	   4.762	1010000000011111	1	   3.940	1010000000011111	1	 143.470	1010000000010100	1	  24.970	1010000000010100	1	   1.433	1010000000011110	1	   4.210	1010000000011110	1	   1.185	1010000000011110	1	   0.984	1010000000011110	1	   4.300	1010000000011110	1	   4.080	1010000000011110	1	 146.270	1010000000010100	1	   0.692	1010000000011110	1	 147.000	1010000000010000	1	-999.000	1010000000044444	4	-999.000	1010000000044444	4 
202403270904	   1.009	1010000000011110	1	   4.762	1010000000011111	1	   3.940	1010000000011111	1	 143.470	1010000000010100	1	  24.970	1010000000010100	1	   1.433	1010000000011110	1	   4.210	1010000000011110	1	   1.212	1010000000011110	1	   1.000	1010000000011110	1	   4.300	1010000000011110	1	   4.070	1010000000011110	1	 146.270	1010000000010100	1	   0.696	1010000000011110	1	 162.000	1010000000010000	1	  -0.233	1010000000010100	1	-999.000	1010000000044444	4 
202403270905	   1.009	1010000000011110	1	   4.762	1010000000011111	1	   3.940	1010000000011111	1	 143.470	1010000000010100	1	  24.970	1010000000010100	1	   1.433	1010000000011110	1	   4.210	1010000000011110	1	   1.203	1010000000011110	1	   0.989	1010000000011110	1	   4.290	1010000000011110	1	   4.040	1010000000011110	1	 146.270	1010000000010100	1	   0.684	1010000000011110	1	 178.000	1010000000010000	1	  -0.236	1010000000010100	1	-999.000	1010000000044444	4 
202403270906	   1.009	1010000000011110	1	   4.762	1010000000011111	1	   3.940	1010000000011111	1	 143.470	1010000000010100	1	  24.970	1010000000010100	1	   1.620	1010000000011110	1	   4.510	1010000000011110	1	   1.237	1010000000011110	1	   1.018	1010000000011110	1	   4.320	1010000000011110	1	   4.060	1010000000011110	1	 146.270	1010000000010100	1	   0.697	1010000000011110	1	 192.000	1010000000010000	1	  -0.233	1010000000010100	1	  -0.231	1010000000010100	1 
202403270907	   1.039	1010000000011110	1	   4.762	1010000000011111	1	   3.990	1010000000011111	1	 142.120	1010000000010100	1	  22.750	1010000000010100	1	   1.620	1010000000011110	1	   4.510	1010000000011110	1	   1.233	1010000000011110	1	   1.017	1010000000011110	1	   4.330	1010000000011110	1	   4.050	1010000000011110	1	 146.990	1010000000010100	1	   0.698	1010000000011110	1	 207.000	1010000000010000	1	  -0.227	1010000000010100	1	  -0.231	1010000000010100	1 
202403270908	   1.040	1010000000011110	1	   4.762	1010000000011111	1	   4.000	1010000000011111	1	 142.120	1010000000010100	1	  22.750	1010000000010100	1	   1.718	1010000000011110	1	   4.840	1010000000011110	1	   1.281	1010000000011110	1	   1.040	1010000000011110	1	   4.320	1010000000011110	1	   4.040	1010000000011110	1	 146.990	1010000000010100	1	   0.705	1010000000011110	1	 222.000	1010000000010000	1	  -0.237	1010000000010100	1	  -0.228	1010000000010100	1 
