202403220000	2.350	1110000000011110	1	4.920	1110000000011110	1	1.435	1110000000011110	1	5.110	1110000000011110	1	1.154	1110000000011110	1	4.950	1110000000011110	1	0.7461	1110000000011110	1	4.390	1110000000011110	1	409	1110000000010000	1	0.545	1110000000010100	1
202403220030	1.950	1110000000011110	1	6.010	1110000000011110	1	1.423	1110000000011110	1	5.120	1110000000011110	1	1.136	1110000000011110	1	5.070	1110000000011110	1	0.7422	1110000000011110	1	4.500	1110000000011110	1	398	1110000000010000	1	0.571	1110000000010100	1
202403220100	1.910	1110000000011110	1	5.380	1110000000011110	1	1.350	1110000000011110	1	5.240	1110000000011110	1	1.082	1110000000011110	1	5.220	1110000000011110	1	0.6907	1110000000011110	1	4.400	1110000000011110	1	407	1110000000010000	1	0.598	1110000000010100	1
202403220130	1.880	1110000000011110	1	5.520	1110000000011110	1	1.356	1110000000011110	1	5.260	1110000000011110	1	1.073	1110000000011110	1	5.180	1110000000011110	1	0.6743	1110000000011110	1	4.290	1110000000011110	1	417	1110000000010000	1	0.580	1110000000010100	1
202403220200	1.870	1110000000011110	1	4.990	1110000000011110	1	1.305	1110000000011110	1	4.950	1110000000011110	1	1.033	1110000000011110	1	5.120	1110000000011110	1	0.6506	1110000000011110	1	4.250	1110000000011110	1	423	1110000000010000	1	0.579	1110000000010100	1
202403220230	2.330	1110000000011110	1	5.130	1110000000011110	1	1.458	1110000000011110	1	5.390	1110000000011110	1	1.128	1110000000011110	1	5.340	1110000000011110	1	0.6915	1110000000011110	1	4.340	1110000000011110	1	414	1110000000010000	1	0.546	1110000000010100	1
202403220300	1.910	1110000000011110	1	5.500	1110000000011110	1	1.418	1110000000011110	1	5.310	1110000000011110	1	1.127	1110000000011110	1	5.390	1110000000011110	1	0.7048	1110000000011110	1	4.480	1110000000011110	1	401	1110000000010000	1	0.584	1110000000010100	1
202403220330	1.900	1110000000011110	1	5.840	1110000000011110	1	1.436	1110000000011110	1	5.430	1110000000011110	1	1.141	1110000000011110	1	5.360	1110000000011110	1	0.7189	1110000000011110	1	4.460	1110000000011110	1	402	1110000000010000	1	0.586	1110000000010100	1
202403220400	1.940	1910000000011110	1	5.390	1910000000011110	1	1.414	1910000000011110	1	5.480	1910000000011110	1	1.115	1910000000011110	1	5.400	1910000000011110	1	0.7070	1910000000011110	1	4.450	1910000000011110	1	403	1910000000010000	1	0.574	1910000000010100	1
202403220430	1.960	1910000000011110	1	4.890	1910000000011110	1	1.243	1910000000011110	1	5.230	1910000000011110	1	1.018	1910000000011110	1	5.190	1910000000011110	1	0.6463	1910000000011110	1	4.220	1910000000011110	1	426	1910000000010000	1	0.593	1910000000010100	1
202403220500	1.990	1910000000011110	1	4.690	1910000000011110	1	1.252	1910000000011110	1	5.490	1910000000011110	1	0.983	1910000000011110	1	5.270	1910000000011110	1	0.6344	1910000000011110	1	4.230	1910000000011110	1	423	1910000000010000	1	0.573	1910000000010100	1
202403220530	1.880	1910000000011110	1	5.100	1910000000011110	1	1.494	1910000000011110	1	5.280	1910000000011110	1	1.239	1910000000011110	1	5.300	1910000000011110	1	0.7993	1910000000011110	1	4.600	1910000000011110	1	391	1910000000010000	1	0.585	1910000000010100	1
202403220600	2.020	1110000000011110	1	5.340	1110000000011110	1	1.520	1110000000011110	1	5.210	1110000000011110	1	1.192	1110000000011110	1	5.050	1110000000011110	1	0.7553	1110000000011110	1	4.390	1110000000011110	1	408	1110000000010000	1	0.564	1110000000010100	1
202403220630	1.930	1110000000011110	1	5.050	1110000000011110	1	1.554	1110000000011110	1	5.290	1110000000011110	1	1.240	1110000000011110	1	5.220	1110000000011110	1	0.7941	1110000000011110	1	4.500	1110000000011110	1	398	1110000000010000	1	0.564	1110000000010100	1
202403220700	2.210	1110000000011110	1	4.650	1110000000011110	1	1.559	1110000000011110	1	5.380	1110000000011110	1	1.216	1110000000011110	1	5.150	1110000000011110	1	0.7647	1110000000011110	1	4.330	1110000000011110	1	414	1110000000010000	1	0.586	1110000000010100	1
202403220730	2.240	1110000000011110	1	4.510	1110000000011110	1	1.423	1110000000011110	1	5.170	1110000000011110	1	1.158	1110000000011110	1	5.200	1110000000011110	1	0.7239	1110000000011110	1	4.300	1110000000011110	1	417	1110000000010000	1	0.557	1110000000010100	1
202403220800	1.760	1110000000011110	1	4.520	1110000000011110	1	1.391	1110000000011110	1	5.510	1110000000011110	1	1.137	1110000000011110	1	5.280	1110000000011110	1	0.7215	1110000000011110	1	4.460	1110000000011110	1	403	1110000000010000	1	0.596	1110000000010100	1
202403220830	2.070	1110000000011110	1	5.340	1110000000011110	1	1.429	1110000000011110	1	5.360	1110000000011110	1	1.141	1110000000011110	1	5.370	1110000000011110	1	0.7345	1110000000011110	1	4.460	1110000000011110	1	402	1110000000010000	1	0.586	1110000000010100	1
202403220900	1.850	1110000000011110	1	5.980	1110000000011110	1	1.421	1110000000011110	1	5.400	1110000000011110	1	1.160	1110000000011110	1	5.320	1110000000011110	1	0.7401	1110000000011110	1	4.400	1110000000011110	1	408	1110000000010000	1	0.585	1110000000010100	1
202403220930	1.980	1110000000011110	1	6.120	1110000000011110	1	1.559	1110000000011110	1	5.420	1110000000011110	1	1.268	1110000000011110	1	5.570	1110000000011110	1	0.7998	1110000000011110	1	4.580	1110000000011110	1	392	1110000000010000	1	0.611	1110000000010100	1
202403221000	1.920	1110000000011110	1	4.740	1110000000011110	1	1.403	1110000000011110	1	5.430	1110000000011110	1	1.104	1110000000011110	1	5.260	1110000000011110	1	0.6958	1110000000011110	1	4.400	1110000000011110	1	408	1110000000010000	1	0.591	1110000000010100	1
202403221030	1.940	1110000000011110	1	5.590	1110000000011110	1	1.433	1110000000011110	1	5.590	1110000000011110	1	1.165	1110000000011110	1	5.440	1110000000011110	1	0.7406	1110000000011110	1	4.610	1110000000011110	1	389	1110000000010000	1	0.597	1110000000010100	1
202403221100	1.640	1110000000011110	1	5.850	1110000000011110	1	1.327	1110000000011110	1	5.580	1110000000011110	1	1.083	1110000000011110	1	5.610	1110000000011110	1	0.7176	1110000000011110	1	4.800	1110000000011110	1	374	1110000000010000	1	0.657	1110000000010100	1
202403221130	1.880	1110000000011110	1	5.070	1110000000011110	1	1.383	1110000000011110	1	5.650	1110000000011110	1	1.103	1110000000011110	1	5.510	1110000000011110	1	0.7053	1110000000011110	1	4.660	1110000000011110	1	385	1110000000010000	1	0.606	1110000000010100	1
202403221200	1.850	1110000000011110	1	5.060	1110000000011110	1	1.405	1110000000011110	1	5.510	1110000000011110	1	1.125	1110000000011110	1	5.650	1110000000011110	1	0.7146	1110000000011110	1	4.650	1110000000011110	1	384	1110000000010000	1	0.607	1110000000010100	1
202403221230	2.620	1110000000011110	1	5.430	1110000000011110	1	1.268	1110000000011110	1	5.790	1110000000011110	1	1.013	1110000000011110	1	5.480	1110000000011110	1	0.6496	1110000000011110	1	4.590	1110000000011110	1	392	1110000000010000	1	0.609	1110000000010100	1
202403221300	1.590	1110000000011110	1	5.180	1110000000011110	1	1.224	1110000000011110	1	5.500	1110000000011110	1	1.025	1110000000011110	1	5.540	1110000000011110	1	0.6758	1110000000011110	1	4.710	1110000000011110	1	381	1110000000010000	1	0.602	1110000000010100	1
202403221330	1.580	1110000000011110	1	5.170	1110000000011110	1	1.196	1110000000011110	1	5.810	1110000000011110	1	0.978	1110000000011110	1	5.700	1110000000011110	1	0.6318	1110000000011110	1	4.850	1110000000011110	1	370	1110000000010000	1	0.666	1110000000010100	1
202403221400	1.880	1110000000011110	1	5.470	1110000000011110	1	1.223	1110000000011110	1	5.450	1110000000011110	1	0.999	1110000000011110	1	5.530	1110000000011110	1	0.6281	1110000000011110	1	4.630	1110000000011110	1	387	1110000000010000	1	0.627	1110000000010100	1
202403221430	1.770	1110000000011110	1	6.570	1110000000011110	1	1.164	1110000000011110	1	5.590	1110000000011110	1	0.936	1110000000011110	1	5.440	1110000000011110	1	0.5921	1110000000011110	1	4.470	1110000000011110	1	401	1110000000010000	1	0.606	1110000000010100	1
202403221500	1.560	1110000000011110	1	5.050	1110000000011110	1	1.175	1110000000011110	1	5.780	1110000000011110	1	0.946	1110000000011110	1	5.610	1110000000011110	1	0.6233	1110000000011110	1	4.760	1110000000011110	1	377	1110000000010000	1	0.635	1110000000010100	1
202403221530	1.430	1110000000011110	1	4.980	1110000000011110	1	1.082	1110000000011110	1	5.790	1110000000011110	1	0.887	1110000000011110	1	5.540	1110000000011110	1	0.5770	1110000000011110	1	4.490	1110000000011110	1	400	1110000000010000	1	0.612	1110000000010100	1
202403221600	1.480	1110000000011110	1	5.440	1110000000011110	1	1.132	1110000000011110	1	5.350	1110000000011110	1	0.898	1110000000011110	1	5.450	1110000000011110	1	0.5724	1110000000011110	1	4.430	1110000000011110	1	405	1110000000010000	1	0.638	1110000000010100	1
202403221630	1.420	1110000000011110	1	4.520	1110000000011110	1	1.074	1110000000011110	1	5.440	1110000000011110	1	0.860	1110000000011110	1	5.410	1110000000011110	1	0.5488	1110000000011110	1	4.420	1110000000011110	1	406	1110000000010000	1	0.658	1110000000010100	1
202403221700	1.550	1110000000011110	1	4.370	1110000000011110	1	1.098	1110000000011110	1	5.170	1110000000011110	1	0.883	1110000000011110	1	5.200	1110000000011110	1	0.5643	1110000000011110	1	4.390	1110000000011110	1	408	1110000000010000	1	0.629	1110000000010100	1
202403221730	1.580	1110000000011110	1	6.050	1110000000011110	1	1.077	1110000000011110	1	5.430	1110000000011110	1	0.869	1110000000011110	1	5.170	1110000000011110	1	0.5708	1110000000011110	1	4.350	1110000000011110	1	413	1110000000010000	1	0.644	1110000000010100	1
202403221800	1.690	1110000000011110	1	5.050	1110000000011110	1	1.309	1110000000011110	1	5.140	1110000000011110	1	1.080	1110000000011110	1	5.280	1110000000011110	1	0.6977	1110000000011110	1	4.490	1110000000011110	1	400	1110000000010000	1	0.604	1110000000010100	1
202403221830	2.340	1110000000011110	1	5.780	1110000000011110	1	1.486	1110000000011110	1	5.230	1110000000011110	1	1.181	1110000000011110	1	5.220	1110000000011110	1	0.7503	1110000000011110	1	4.380	1110000000011110	1	410	1110000000010000	1	0.593	1110000000010100	1
202403221900	1.930	1110000000011110	1	4.370	1110000000011110	1	1.407	1110000000011110	1	5.150	1110000000011110	1	1.115	1110000000011110	1	5.060	1110000000011110	1	0.7242	1110000000011110	1	4.440	1110000000011110	1	403	1110000000010000	1	0.596	1110000000010100	1
202403221930	1.840	1110000000011110	1	5.070	1110000000011110	1	1.486	1110000000011110	1	5.160	1110000000011110	1	1.187	1110000000011110	1	5.420	1110000000011110	1	0.7756	1110000000011110	1	4.620	1110000000011110	1	389	1110000000010000	1	0.628	1110000000010100	1
202403222000	2.040	1110000000011110	1	5.090	1110000000011110	1	1.507	1110000000011110	1	5.520	1110000000011110	1	1.195	1110000000011110	1	5.460	1110000000011110	1	0.7458	1110000000011110	1	4.540	1110000000011110	1	395	1110000000010000	1	0.609	1110000000010100	1
