202403210032	3	54.21678	1110000000000000	1	7.82304	1110000000000000	1
202403210102	3	54.21683	1110000000000000	1	7.82334	1110000000000000	1
202403210132	3	54.21684	1110000000000000	1	7.82368	1110000000000000	1
202403210202	3	54.21674	1110000000000000	1	7.82422	1110000000000000	1
202403210232	3	54.21660	1110000000000000	1	7.82450	1110000000000000	1
202403210302	3	54.21638	1110000000000000	1	7.82473	1110000000000000	1
202403210332	3	54.21633	1110000000000000	1	7.82475	1110000000000000	1
202403210402	3	54.21639	1110000000000000	1	7.82484	1110000000000000	1
202403210432	3	54.21634	1110000000000000	1	7.82480	1110000000000000	1
202403210502	3	54.21606	1110000000000000	1	7.82471	1110000000000000	1
202403210532	3	54.21595	1110000000000000	1	7.82458	1110000000000000	1
202403210602	3	54.21612	1110000000000000	1	7.82473	1110000000000000	1
202403210632	3	54.21621	1110000000000000	1	7.82478	1110000000000000	1
202403210702	3	54.21625	1110000000000000	1	7.82475	1110000000000000	1
202403210732	3	54.21627	1110000000000000	1	7.82473	1110000000000000	1
202403210802	3	54.21637	1110000000000000	1	7.82473	1110000000000000	1
202403210832	3	54.21660	1110000000000000	1	7.82460	1110000000000000	1
202403210902	3	54.21676	1110000000000000	1	7.82437	1110000000000000	1
202403210932	3	54.21686	1110000000000000	1	7.82405	1110000000000000	1
202403211002	3	54.21696	1110000000000000	1	7.82349	1110000000000000	1
202403211032	3	54.21690	1110000000000000	1	7.82308	1110000000000000	1
202403211102	3	54.21681	1110000000000000	1	7.82291	1110000000000000	1
202403211132	3	54.21681	1110000000000000	1	7.82289	1110000000000000	1
202403211202	3	54.21672	1110000000000000	1	7.82287	1110000000000000	1
202403211232	3	54.21661	1110000000000000	1	7.82287	1110000000000000	1
202403211302	3	54.21671	1110000000000000	1	7.82291	1110000000000000	1
202403211332	3	54.21665	1110000000000000	1	7.82302	1110000000000000	1
202403211402	3	54.21651	1110000000000000	1	7.82353	1110000000000000	1
202403211432	3	54.21640	1110000000000000	1	7.82396	1110000000000000	1
202403211502	3	54.21639	1110000000000000	1	7.82418	1110000000000000	1
202403211532	3	54.21642	1110000000000000	1	7.82428	1110000000000000	1
202403211602	3	54.21647	1110000000000000	1	7.82480	1110000000000000	1
202403211632	3	54.21649	1110000000000000	1	7.82480	1110000000000000	1
202403211702	3	54.21623	1110000000000000	1	7.82482	1110000000000000	1
202403211732	3	54.21606	1110000000000000	1	7.82473	1110000000000000	1
202403211802	3	54.21621	1110000000000000	1	7.82484	1110000000000000	1
202403211832	3	54.21624	1110000000000000	1	7.82484	1110000000000000	1
202403211902	3	54.21627	1110000000000000	1	7.82478	1110000000000000	1
202403211932	3	54.21635	1110000000000000	1	7.82482	1110000000000000	1
202403212002	3	54.21637	1110000000000000	1	7.82482	1110000000000000	1
202403212032	3	54.21647	1110000000000000	1	7.82478	1110000000000000	1
202403212102	3	54.21663	1110000000000000	1	7.82471	1110000000000000	1
202403212132	3	54.21683	1110000000000000	1	7.82450	1110000000000000	1
202403212202	3	54.21695	1110000000000000	1	7.82420	1110000000000000	1
202403212232	3	54.21700	1110000000000000	1	7.82364	1110000000000000	1
202403212302	3	54.21698	1110000000000000	1	7.82336	1110000000000000	1
202403212332	3	54.21691	1110000000000000	1	7.82308	1110000000000000	1
202403220002	3	54.21686	1110000000000000	1	7.82297	1110000000000000	1
