202403220000	   0.497	1010000000011110	1	   5.000	1010000000011111	1	   3.430	1010000000011111	1	 304.960	1010000000010100	1	  37.620	1010000000010100	1	   0.893	1010000000011110	1	   4.310	1010000000011110	1	   0.653	1010000000011110	1	   0.528	1010000000011110	1	   4.410	1010000000011110	1	   3.610	1010000000011110	1	 289.870	1010000000010100	1	   0.359	1010000000011110	1	 330.000	1010000000010000	1	   2.155	1010000000010100	1	   2.159	1010000000010100	1 
202403220001	   0.505	1010000000011110	1	   4.762	1010000000011111	1	   3.470	1010000000011111	1	 299.460	1010000000010100	1	  30.480	1010000000010100	1	   0.811	1010000000011110	1	   5.970	1010000000011110	1	   0.662	1010000000011110	1	   0.535	1010000000011110	1	   4.260	1010000000011110	1	   3.570	1010000000011110	1	 291.710	1010000000010100	1	   0.360	1010000000011110	1	 334.000	1010000000010000	1	   2.146	1010000000010100	1	   2.147	1010000000010100	1 
202403220002	   0.503	1010000000011110	1	   5.556	1010000000011111	1	   3.480	1010000000011111	1	 297.510	1010000000010100	1	  35.630	1010000000010100	1	   0.905	1010000000011110	1	   4.860	1010000000011110	1	   0.656	1010000000011110	1	   0.523	1010000000011110	1	   4.370	1010000000011110	1	   3.560	1010000000011110	1	 289.470	1010000000010100	1	   0.358	1010000000011110	1	 333.000	1010000000010000	1	   2.139	1010000000010100	1	   2.136	1010000000010100	1 
202403220003	   0.493	1010000000011110	1	   5.556	1010000000011111	1	   3.380	1010000000011111	1	 303.360	1010000000010100	1	  35.080	1010000000010100	1	   0.816	1010000000011110	1	   3.870	1010000000011110	1	   0.648	1010000000011110	1	   0.527	1010000000011110	1	   4.300	1010000000011110	1	   3.700	1010000000011110	1	 289.640	1010000000010100	1	   0.363	1010000000011110	1	 323.000	1010000000010000	1	   2.127	1010000000010100	1	   2.124	1010000000010100	1 
202403220004	   0.500	1010000000011110	1	   4.762	1010000000011111	1	   3.420	1010000000011111	1	 296.860	1010000000010100	1	  32.620	1010000000010100	1	   0.868	1010000000011110	1	   4.980	1010000000011110	1	   0.636	1010000000011110	1	   0.521	1010000000011110	1	   4.180	1010000000011110	1	   3.550	1010000000011110	1	 288.310	1010000000010100	1	   0.358	1010000000011110	1	 336.000	1010000000010000	1	   2.119	1010000000010100	1	   2.113	1010000000010100	1 
202403220005	   0.494	1010000000011110	1	   4.762	1010000000011111	1	   3.350	1010000000011111	1	 296.530	1010000000010100	1	  34.570	1010000000010100	1	   0.907	1010000000011110	1	   5.280	1010000000011110	1	   0.637	1010000000011110	1	   0.524	1010000000011110	1	   4.280	1010000000011110	1	   3.560	1010000000011110	1	 288.620	1010000000010100	1	   0.358	1010000000011110	1	 333.000	1010000000010000	1	   2.106	1010000000010100	1	   2.102	1010000000010100	1 
202403220006	   0.495	1010000000011110	1	   5.556	1010000000011111	1	   3.360	1010000000011111	1	 292.020	1010000000010100	1	  32.240	1010000000010100	1	   0.811	1010000000011110	1	   5.960	1010000000011110	1	   0.648	1010000000011110	1	   0.529	1010000000011110	1	   4.160	1010000000011110	1	   3.490	1010000000011110	1	 288.430	1010000000010100	1	   0.359	1010000000011110	1	 341.000	1010000000010000	1	   2.092	1010000000010100	1	   2.089	1010000000010100	1 
202403220007	   0.490	1010000000011110	1	   4.762	1010000000011111	1	   3.360	1010000000011111	1	 301.030	1010000000010100	1	  32.250	1010000000010100	1	   0.905	1010000000011110	1	   4.860	1010000000011110	1	   0.655	1010000000011110	1	   0.531	1010000000011110	1	   4.190	1010000000011110	1	   3.510	1010000000011110	1	 288.150	1010000000010100	1	   0.367	1010000000011110	1	 341.000	1010000000010000	1	   2.079	1010000000010100	1	   2.077	1010000000010100	1 
202403220008	   0.486	1010000000011110	1	   5.000	1010000000011111	1	   3.380	1010000000011111	1	 300.160	1010000000010100	1	  32.810	1010000000010100	1	   0.865	1010000000011110	1	   4.130	1010000000011110	1	   0.658	1010000000011110	1	   0.530	1010000000011110	1	   4.220	1010000000011110	1	   3.640	1010000000011110	1	 289.540	1010000000010100	1	   0.360	1010000000011110	1	 328.000	1010000000010000	1	   2.068	1010000000010100	1	   2.065	1010000000010100	1 
202403220009	   0.498	1010000000011110	1	   5.556	1010000000011111	1	   3.350	1010000000011111	1	 292.090	1010000000010100	1	  33.150	1010000000010100	1	   0.902	1010000000011110	1	   4.450	1010000000011110	1	   0.655	1010000000011110	1	   0.526	1010000000011110	1	   4.090	1010000000011110	1	   3.420	1010000000011110	1	 288.650	1010000000010100	1	   0.355	1010000000011110	1	 349.000	1010000000010000	1	   2.050	1010000000010100	1	   2.053	1010000000010100	1 
202403220010	   0.489	1010000000011110	1	   5.000	1010000000011111	1	   3.340	1010000000011111	1	 294.670	1010000000010100	1	  35.330	1010000000010100	1	   0.907	1010000000011110	1	   5.280	1010000000011110	1	   0.658	1010000000011110	1	   0.533	1010000000011110	1	   4.240	1010000000011110	1	   3.520	1010000000011110	1	 289.600	1010000000010100	1	   0.357	1010000000011110	1	 338.000	1010000000010000	1	   2.030	1010000000010100	1	   2.041	1010000000010100	1 
202403220011	   0.495	1010000000011110	1	   4.762	1010000000011111	1	   3.350	1010000000011111	1	 296.530	1010000000010100	1	  34.910	1010000000010100	1	   0.828	1010000000011110	1	   4.130	1010000000011110	1	   0.662	1010000000011110	1	   0.533	1010000000011110	1	   4.040	1010000000011110	1	   3.380	1010000000011110	1	 288.680	1010000000010100	1	   0.352	1010000000011110	1	 353.000	1010000000010000	1	   2.027	1010000000010100	1	   2.029	1010000000010100	1 
202403220012	   0.492	1010000000011110	1	   5.000	1010000000011111	1	   3.420	1010000000011111	1	 292.700	1010000000010100	1	  35.080	1010000000010100	1	   0.905	1010000000011110	1	   4.860	1010000000011110	1	   0.661	1010000000011110	1	   0.528	1010000000011110	1	   4.170	1010000000011110	1	   3.480	1010000000011110	1	 288.700	1010000000010100	1	   0.358	1010000000011110	1	 343.000	1010000000010000	1	   2.008	1010000000010100	1	   2.017	1010000000010100	1 
202403220013	   0.491	1010000000011110	1	   5.000	1010000000011111	1	   3.390	1010000000011111	1	 291.440	1010000000010100	1	  36.750	1010000000010100	1	   0.865	1010000000011110	1	   4.130	1010000000011110	1	   0.655	1010000000011110	1	   0.533	1010000000011110	1	   4.230	1010000000011110	1	   3.660	1010000000011110	1	 287.060	1010000000010100	1	   0.359	1010000000011110	1	 326.000	1010000000010000	1	   2.012	1010000000010100	1	   2.006	1010000000010100	1 
202403220014	   0.494	1010000000011110	1	   5.263	1010000000011111	1	   3.370	1010000000011111	1	 295.520	1010000000010100	1	  36.190	1010000000010100	1	   0.902	1010000000011110	1	   4.400	1010000000011110	1	   0.647	1010000000011110	1	   0.523	1010000000011110	1	   4.210	1010000000011110	1	   3.410	1010000000011110	1	 284.750	1010000000010100	1	   0.349	1010000000011110	1	 350.000	1010000000010000	1	   1.997	1010000000010100	1	   1.995	1010000000010100	1 
202403220015	   0.487	1010000000011110	1	   5.263	1010000000011111	1	   3.360	1010000000011111	1	 299.500	1010000000010100	1	  38.490	1010000000010100	1	   0.907	1010000000011110	1	   5.270	1010000000011110	1	   0.639	1010000000011110	1	   0.525	1010000000011110	1	   4.290	1010000000011110	1	   3.500	1010000000011110	1	 286.230	1010000000010100	1	   0.350	1010000000011110	1	 340.000	1010000000010000	1	   1.987	1010000000010100	1	   1.984	1010000000010100	1 
202403220016	   0.501	1010000000011110	1	   5.556	1010000000011111	1	   3.360	1010000000011111	1	 297.260	1010000000010100	1	  33.280	1010000000010100	1	   0.859	1010000000011110	1	   5.160	1010000000011110	1	   0.660	1010000000011110	1	   0.539	1010000000011110	1	   4.130	1010000000011110	1	   3.440	1010000000011110	1	 286.350	1010000000010100	1	   0.357	1010000000011110	1	 347.000	1010000000010000	1	   1.974	1010000000010100	1	   1.973	1010000000010100	1 
