202403220000	   1.196	1010000000011110	1	   5.556	1010000000011111	1	   4.390	1010000000011111	1	 257.660	1010000000010100	1	  34.570	1010000000010100	1	   2.082	1010000000011110	1	   5.390	1010000000011110	1	   1.465	1010000000011110	1	   1.192	1010000000011110	1	   5.040	1010000000011110	1	   4.340	1010000000011110	1	 250.220	1010000000010100	1	   0.790	1010000000011110	1	 274.000	1010000000010000	1	  -0.232	1010000000010100	1	  -0.218	1010000000010100	1 
202403220001	   1.182	1010000000011110	1	   5.556	1010000000011111	1	   4.450	1010000000011111	1	 263.080	1010000000010100	1	  31.800	1010000000010100	1	   2.029	1010000000011110	1	   4.690	1010000000011110	1	   1.455	1010000000011110	1	   1.185	1010000000011110	1	   5.030	1010000000011110	1	   4.310	1010000000011110	1	 251.710	1010000000010100	1	   0.785	1010000000011110	1	 276.000	1010000000010000	1	  -0.245	1010000000010100	1	  -0.227	1010000000010100	1 
202403220002	   1.151	1010000000011110	1	   6.250	1010000000011111	1	   4.340	1010000000011111	1	 263.140	1010000000010100	1	  37.540	1010000000010100	1	   2.042	1010000000011110	1	   4.850	1010000000011110	1	   1.458	1010000000011110	1	   1.175	1010000000011110	1	   4.970	1010000000011110	1	   4.280	1010000000011110	1	 251.220	1010000000010100	1	   0.777	1010000000011110	1	 279.000	1010000000010000	1	  -0.223	1010000000010100	1	  -0.232	1010000000010100	1 
202403220003	   1.202	1010000000011110	1	   5.556	1010000000011111	1	   4.390	1010000000011111	1	 256.700	1010000000010100	1	  30.570	1010000000010100	1	   2.027	1010000000011110	1	   5.140	1010000000011110	1	   1.455	1010000000011110	1	   1.170	1010000000011110	1	   5.020	1010000000011110	1	   4.280	1010000000011110	1	 251.160	1010000000010100	1	   0.780	1010000000011110	1	 278.000	1010000000010000	1	  -0.239	1010000000010100	1	  -0.237	1010000000010100	1 
202403220004	   1.218	1010000000011110	1	   5.882	1010000000011111	1	   4.390	1010000000011111	1	 248.560	1010000000010100	1	  33.760	1010000000010100	1	   2.086	1010000000011110	1	   4.690	1010000000011110	1	   1.503	1010000000011110	1	   1.210	1010000000011110	1	   4.960	1010000000011110	1	   4.360	1010000000011110	1	 251.250	1010000000010100	1	   0.803	1010000000011110	1	 274.000	1010000000010000	1	  -0.245	1010000000010100	1	  -0.240	1010000000010100	1 
202403220005	   1.156	1010000000011110	1	   6.250	1010000000011111	1	   4.380	1010000000011111	1	 263.330	1010000000010100	1	  33.740	1010000000010100	1	   2.082	1010000000011110	1	   5.390	1010000000011110	1	   1.472	1010000000011110	1	   1.189	1010000000011110	1	   5.010	1010000000011110	1	   4.330	1010000000011110	1	 253.950	1010000000010100	1	   0.792	1010000000011110	1	 276.000	1010000000010000	1	  -0.258	1010000000010100	1	  -0.243	1010000000010100	1 
202403220006	   1.191	1010000000011110	1	   5.556	1010000000011111	1	   4.440	1010000000011111	1	 255.680	1010000000010100	1	  29.730	1010000000010100	1	   2.029	1010000000011110	1	   4.690	1010000000011110	1	   1.440	1010000000011110	1	   1.179	1010000000011110	1	   4.930	1010000000011110	1	   4.280	1010000000011110	1	 253.210	1010000000010100	1	   0.779	1010000000011110	1	 279.000	1010000000010000	1	  -0.251	1010000000010100	1	  -0.247	1010000000010100	1 
202403220007	   1.187	1010000000011110	1	   5.000	1010000000011111	1	   4.350	1010000000011111	1	 247.380	1010000000010100	1	  35.310	1010000000010100	1	   2.042	1010000000011110	1	   4.850	1010000000011110	1	   1.477	1010000000011110	1	   1.188	1010000000011110	1	   4.960	1010000000011110	1	   4.290	1010000000011110	1	 250.300	1010000000010100	1	   0.789	1010000000011110	1	 279.000	1010000000010000	1	  -0.256	1010000000010100	1	  -0.251	1010000000010100	1 
202403220008	   1.181	1010000000011110	1	   5.263	1010000000011111	1	   4.380	1010000000011111	1	 256.170	1010000000010100	1	  29.110	1010000000010100	1	   2.028	1010000000011110	1	   5.140	1010000000011110	1	   1.454	1010000000011110	1	   1.171	1010000000011110	1	   4.980	1010000000011110	1	   4.190	1010000000011110	1	 251.220	1010000000010100	1	   0.769	1010000000011110	1	 284.000	1010000000010000	1	  -0.239	1010000000010100	1	  -0.253	1010000000010100	1 
202403220009	   1.191	1010000000011110	1	   5.263	1010000000011111	1	   4.410	1010000000011111	1	 262.520	1010000000010100	1	  31.950	1010000000010100	1	   1.944	1010000000011110	1	   4.640	1010000000011110	1	   1.429	1010000000011110	1	   1.177	1010000000011110	1	   5.020	1010000000011110	1	   4.360	1010000000011110	1	 252.700	1010000000010100	1	   0.786	1010000000011110	1	 273.000	1010000000010000	1	  -0.227	1010000000010100	1	  -0.257	1010000000010100	1 
202403220010	   1.185	1010000000011110	1	   5.556	1010000000011111	1	   4.380	1010000000011111	1	 265.610	1010000000010100	1	  32.500	1010000000010100	1	   2.026	1010000000011110	1	   5.390	1010000000011110	1	   1.458	1010000000011110	1	   1.167	1010000000011110	1	   4.980	1010000000011110	1	   4.280	1010000000011110	1	 253.090	1010000000010100	1	   0.773	1010000000011110	1	 278.000	1010000000010000	1	  -0.274	1010000000010100	1	  -0.258	1010000000010100	1 
202403220011	   1.178	1010000000011110	1	   5.882	1010000000011111	1	   4.440	1010000000011111	1	 248.680	1010000000010100	1	  32.630	1010000000010100	1	   2.029	1010000000011110	1	   4.690	1010000000011110	1	   1.440	1010000000011110	1	   1.171	1010000000011110	1	   5.030	1010000000011110	1	   4.240	1010000000011110	1	 252.840	1010000000010100	1	   0.765	1010000000011110	1	 281.000	1010000000010000	1	  -0.276	1010000000010100	1	  -0.261	1010000000010100	1 
