202403270032	0.540	1110000000011110	1	 3.850	1110000000011111	1	2.985	1110000000011111	1	109.700	1110000000010100	1	37.600	1110000000010100	1	7.300	1110000000010100	1	7	0000000000000000	0	3.950	1110000000011110	1	3.150	1110000000011110	1	2.520	1110000000011111	1	4.950	1110000000011110	1	0.328	1110000000010100	1	0.536	1110000000010100	1	2.010	1110000000010100	1	0.03883	1110000000010100	1
202403270102	0.550	1110000000011110	1	 3.330	1110000000011111	1	2.920	1110000000011111	1	113.900	1110000000010100	1	37.200	1110000000010100	1	7.300	1110000000010100	1	7	0000000000000000	0	3.970	1110000000011110	1	3.070	1110000000011110	1	2.450	1110000000011111	1	5.130	1110000000011110	1	0.338	1110000000010100	1	0.540	1110000000010100	1	1.940	1110000000010100	1	0.04133	1110000000010100	1
202403270132	0.520	1110000000011110	1	 3.130	1110000000011111	1	2.759	1110000000011111	1	115.300	1110000000010100	1	33.200	1110000000010100	1	7.300	1110000000010100	1	7	0000000000000000	0	3.870	1110000000011110	1	2.900	1110000000011110	1	2.350	1110000000011111	1	5.160	1110000000011110	1	0.335	1110000000010100	1	0.522	1110000000010100	1	1.880	1110000000010100	1	0.04377	1110000000010100	1
202403270202	0.460	1110000000011110	1	 3.330	1110000000011111	1	2.837	1110000000011111	1	112.500	1110000000010100	1	35.100	1110000000010100	1	7.450	1110000000010100	1	7	0000000000000000	0	4.150	1110000000011110	1	3.020	1110000000011110	1	2.410	1110000000011111	1	5.700	1110000000011110	1	0.350	1110000000010100	1	0.535	1110000000010100	1	1.930	1110000000010100	1	0.03662	1110000000010100	1
202403270232	0.460	1110000000011110	1	 3.230	1110000000011111	1	2.837	1110000000011111	1	109.700	1110000000010100	1	28.900	1110000000010100	1	7.450	1110000000010100	1	7	0000000000000000	0	4.040	1110000000011110	1	2.990	1110000000011110	1	2.410	1110000000011111	1	5.460	1110000000011110	1	0.335	1110000000010100	1	0.524	1110000000010100	1	2.280	1110000000010100	1	0.03662	1110000000010100	1
202403270302	0.460	1110000000011110	1	 3.230	1110000000011111	1	2.817	1110000000011111	1	104.100	1110000000010100	1	28.200	1110000000010100	1	7.350	1110000000010100	1	7	0000000000000000	0	4.050	1110000000011110	1	2.970	1110000000011110	1	2.420	1110000000011111	1	5.520	1110000000011110	1	0.334	1110000000010100	1	0.513	1110000000010100	1	2.280	1110000000010100	1	0.03714	1110000000010100	1
202403270332	0.480	1110000000011110	1	 3.030	1110000000011111	1	2.740	1110000000011111	1	123.800	1110000000010100	1	38.700	1110000000010100	1	7.350	1110000000010100	1	7	0000000000000000	0	3.760	1110000000011110	1	2.870	1110000000011110	1	2.420	1110000000011111	1	4.930	1110000000011110	1	0.298	1110000000010100	1	0.475	1110000000010100	1	2.490	1110000000010100	1	0.04096	1110000000010100	1
202403270402	0.510	1110000000011110	1	 3.030	1110000000011111	1	2.703	1110000000011111	1	118.100	1110000000010100	1	30.200	1110000000010100	1	7.300	1110000000010100	1	7	0000000000000000	0	3.580	1110000000011110	1	2.810	1110000000011110	1	2.410	1110000000011111	1	4.560	1110000000011110	1	0.274	1110000000010100	1	0.452	1110000000010100	1	3.080	1110000000010100	1	0.04472	1110000000010100	1
202403270432	0.510	1110000000011110	1	 2.940	1110000000011111	1	2.667	1110000000011111	1	130.800	1110000000010100	1	34.400	1110000000010100	1	7.300	1110000000010100	1	7	0000000000000000	0	3.720	1110000000011110	1	2.780	1110000000011110	1	2.370	1110000000011111	1	4.980	1110000000011110	1	0.289	1110000000010100	1	0.461	1110000000010100	1	2.650	1110000000010100	1	0.04594	1110000000010100	1
202403270502	0.500	1110000000011110	1	 2.860	1110000000011111	1	2.649	1110000000011111	1	132.200	1110000000010100	1	27.900	1110000000010100	1	7.300	1110000000010100	1	7	0000000000000000	0	3.550	1110000000011110	1	2.750	1110000000011110	1	2.380	1110000000011111	1	4.580	1110000000011110	1	0.272	1110000000010100	1	0.440	1110000000010100	1	2.750	1110000000010100	1	0.04565	1110000000010100	1
